login_id,customer_id,login_ts,device,success_flag,app_version
34,218,2025-03-01 09:51:21,Android,True,2.5.8
35,167,2023-06-25 06:35:16,Web,True,2.2.5
36,52,2024-02-20 04:12:39,Web,True,1.7.1
37,29,2023-12-11 01:54:05,iOS,True,1.4.7
38,233,2023-11-11 09:48:10,Mobile Web,True,2.3.5
39,396,2023-05-25 10:50:02,Mobile Web,True,2.1.7
40,61,2023-12-31 21:08:17,Web,True,2.3.4
41,149,2025-05-17 21:57:20,Android,True,1.7.8
42,274,2023-02-01 08:05:30,Android,True,1.6.1
43,448,2025-03-17 02:29:57,Android,True,1.6.0
44,263,2024-04-30 18:25:26,Android,True,1.5.2
45,246,2024-07-10 17:18:07,Android,True,2.2.5
46,351,2023-03-06 11:24:45,Android,True,2.6.5
47,426,2024-11-07 07:44:39,Web,True,2.8.0
48,52,2024-06-08 20:33:13,iOS,True,2.3.4
49,143,2025-06-09 13:53:26,Mobile Web,True,2.7.6
50,478,2023-06-16 21:34:18,Mobile Web,True,1.4.3
51,108,2025-04-13 14:25:11,Android,True,2.6.6
52,135,2025-09-21 12:25:55,iOS,True,1.0.1
53,25,2024-06-29 21:41:03,Web,True,1.8.3
54,427,2025-08-11 12:23:34,Android,True,1.8.9
55,210,2024-11-10 19:00:28,Web,True,1.4.6
56,142,2025-01-23 18:44:09,Web,True,2.5.7
57,88,2024-07-28 13:30:19,Mobile Web,True,2.8.2
58,485,2024-06-14 04:02:50,iOS,True,1.7.9
59,237,2025-01-18 19:37:03,iOS,True,2.8.8
60,97,2024-10-16 22:09:08,Mobile Web,True,2.0.5
61,385,2024-08-17 19:15:52,Web,True,2.5.1
62,405,2023-09-30 07:30:15,Mobile Web,True,1.8.6
63,268,2023-04-18 03:01:18,Android,True,1.3.8
64,258,2023-12-16 15:48:59,iOS,True,1.7.8
65,41,2023-10-09 12:15:13,iOS,True,1.2.1
66,228,2024-04-24 21:00:40,iOS,True,1.8.6
67,474,2024-03-09 21:18:23,Android,True,2.1.5
68,382,2024-05-31 19:36:17,iOS,True,2.0.5
69,100,2023-05-10 14:21:56,iOS,True,1.1.9
70,124,2025-03-17 21:16:50,iOS,True,1.7.4
71,69,2024-10-23 11:28:27,Web,True,2.0.9
72,31,2024-12-07 19:20:14,Web,True,1.8.1
73,22,2023-10-18 11:55:57,iOS,True,2.3.7
74,106,2024-02-15 02:32:12,Web,True,2.3.6
75,388,2024-02-16 05:05:31,Mobile Web,True,2.8.9
76,206,2024-08-04 08:55:57,Android,True,1.0.5
77,279,2023-11-26 15:39:47,iOS,True,2.7.3
78,45,2024-10-28 12:10:18,Mobile Web,True,1.7.9
79,96,2024-01-01 12:37:24,iOS,True,2.3.6
80,490,2024-11-26 22:20:05,iOS,True,1.7.7
81,94,2024-04-12 01:01:32,Android,True,2.6.6
82,3,2023-12-18 09:04:45,Web,True,1.6.4
83,132,2023-03-12 15:00:29,iOS,True,1.7.5
84,325,2025-07-02 07:27:15,Web,True,2.6.4
85,22,2025-09-25 13:35:29,iOS,True,1.2.7
86,110,2023-01-09 09:36:50,Android,True,1.6.2
87,479,2025-05-27 18:32:10,iOS,True,2.4.7
88,60,2024-06-25 21:04:52,Android,True,1.0.9
89,211,2024-08-11 01:38:05,Mobile Web,True,2.0.9
90,89,2023-06-27 18:24:37,Web,True,2.4.5
91,387,2025-09-10 12:45:54,iOS,True,1.5.8
92,384,2025-07-03 16:31:04,Android,True,1.7.4
93,455,2023-07-21 00:46:28,Mobile Web,True,1.1.6
94,430,2025-05-02 09:51:59,iOS,True,1.8.8
95,462,2023-03-08 18:28:07,Mobile Web,True,2.7.5
96,493,2024-06-08 08:05:56,Android,True,2.7.7
97,8,2025-04-29 09:08:28,iOS,True,1.0.9
98,468,2023-04-26 12:42:38,Android,True,2.0.2
99,280,2023-05-11 14:24:51,Android,True,1.0.4
100,35,2024-11-01 06:12:12,Android,True,1.5.7
101,237,2023-05-18 00:15:59,Web,True,1.0.0
102,363,2024-12-07 18:00:47,Web,True,1.2.4
103,191,2025-03-10 08:44:43,iOS,True,2.4.1
104,489,2024-10-11 05:15:32,Android,True,2.0.9
105,374,2025-01-23 20:19:00,Mobile Web,True,2.4.9
106,209,2023-07-29 06:40:29,Android,True,2.4.2
107,95,2023-10-24 00:30:33,Web,True,1.2.6
108,52,2023-04-21 19:25:36,iOS,True,2.6.8
109,221,2023-04-12 13:53:21,Android,True,1.2.8
110,205,2024-04-04 23:46:03,Android,True,1.0.0
111,305,2023-12-10 08:36:31,Mobile Web,True,2.2.1
112,293,2024-01-05 07:09:27,Mobile Web,True,1.0.5
113,239,2024-05-02 22:01:27,Web,True,1.7.3
114,70,2023-12-08 20:30:04,iOS,True,2.3.9
115,237,2023-04-02 06:53:59,iOS,True,1.2.1
116,56,2023-07-29 19:40:49,Mobile Web,True,2.1.6
117,254,2023-05-26 06:45:31,iOS,True,2.5.4
118,381,2024-02-22 04:04:23,Mobile Web,True,1.8.1
119,243,2025-05-04 00:13:44,Mobile Web,True,1.6.0
120,75,2025-04-24 08:12:47,Web,True,1.2.5
121,74,2023-04-06 23:35:27,Mobile Web,True,2.2.3
122,467,2024-08-24 09:49:33,iOS,True,1.4.4
123,380,2025-04-23 16:14:28,Mobile Web,True,2.0.3
124,346,2023-07-07 15:18:57,Web,True,1.2.7
125,210,2023-03-22 23:43:19,Mobile Web,True,2.8.0
126,497,2025-09-20 04:52:35,Web,True,2.8.5
127,58,2024-01-27 01:20:56,Android,True,1.5.8
128,298,2025-08-02 03:18:36,Android,True,2.4.9
129,411,2024-07-02 15:03:34,Web,True,2.8.6
130,65,2023-08-08 16:52:46,Mobile Web,False,1.8.8
131,138,2023-11-16 16:36:33,Web,True,1.7.8
132,500,2023-04-01 20:33:17,iOS,True,2.4.9
133,434,2024-08-03 04:45:21,iOS,True,1.0.6
134,293,2025-01-24 19:15:48,Android,True,1.3.5
135,118,2023-10-13 19:40:22,Web,True,2.7.0
136,259,2023-06-11 04:16:10,Android,True,2.5.4
137,222,2023-07-11 05:23:23,iOS,True,1.3.7
138,352,2025-08-19 05:24:09,iOS,True,2.0.3
139,390,2023-08-12 00:04:19,iOS,True,2.3.4
140,381,2025-01-01 14:41:02,Mobile Web,True,1.0.0
141,265,2024-06-17 20:48:58,iOS,True,1.6.0
142,12,2024-08-16 03:21:43,Mobile Web,True,1.3.2
143,351,2024-05-21 07:20:16,Mobile Web,True,2.0.6
144,5,2024-07-08 12:15:50,Web,True,1.8.6
145,246,2023-09-22 14:08:42,Android,True,1.8.4
146,351,2023-08-13 09:04:02,Mobile Web,True,1.3.7
147,43,2025-08-09 03:29:58,iOS,True,2.4.5
148,257,2023-05-25 20:52:27,Web,True,1.3.4
149,413,2025-05-18 00:26:17,iOS,True,2.3.4
150,212,2024-02-25 01:05:28,Mobile Web,True,2.4.9
151,456,2024-12-21 09:57:06,Mobile Web,True,1.0.1
152,30,2024-07-17 05:01:21,Web,True,1.2.8
153,467,2023-04-04 18:27:32,Android,True,1.8.7
154,306,2025-08-02 10:31:17,iOS,True,2.2.0
155,272,2023-12-21 18:14:00,iOS,True,2.2.7
156,117,2025-03-19 13:03:10,Android,True,1.3.5
157,233,2023-01-18 00:18:23,Web,True,1.8.2
158,283,2024-12-19 12:05:17,iOS,True,2.1.2
159,403,2024-10-08 11:55:08,Web,True,2.6.1
160,453,2023-02-02 02:12:53,Mobile Web,True,1.0.4
161,219,2024-02-23 00:51:24,iOS,True,1.8.2
162,235,2023-03-30 01:04:42,iOS,True,1.3.2
163,291,2025-01-22 22:50:01,Mobile Web,True,1.2.0
164,336,2025-07-15 09:37:47,Web,True,2.6.5
165,115,2025-09-05 09:24:48,Web,True,1.4.2
166,458,2023-05-28 16:00:46,Mobile Web,False,2.6.0
167,55,2024-09-28 03:12:29,Web,True,2.7.3
168,494,2025-01-19 11:15:17,Mobile Web,True,2.3.5
169,286,2025-09-11 15:21:33,iOS,True,2.8.2
170,84,2025-08-20 11:34:21,iOS,True,1.7.2
171,202,2024-04-08 00:08:17,Mobile Web,True,2.5.6
172,488,2023-06-06 04:44:02,Web,False,2.6.8
173,227,2024-06-06 09:48:52,Web,True,1.2.9
174,31,2024-10-16 07:33:42,Web,True,2.1.8
175,156,2024-05-27 20:35:37,Mobile Web,False,1.2.3
176,161,2025-06-03 09:53:55,Android,True,2.6.6
177,281,2023-06-06 04:01:18,Android,True,2.4.9
178,378,2025-02-08 12:58:18,Android,True,1.0.6
179,338,2024-12-08 10:03:49,Web,True,1.1.1
180,344,2024-12-28 22:17:56,Mobile Web,True,1.8.2
181,238,2023-09-13 00:05:30,Mobile Web,True,1.5.9
182,404,2023-10-22 18:13:14,Android,True,2.6.8
183,12,2024-02-19 14:45:04,Web,True,1.5.1
184,419,2023-04-14 01:35:33,Android,True,2.4.3
185,337,2025-02-06 10:09:24,iOS,True,1.3.0
186,61,2024-12-26 14:36:58,iOS,True,2.0.3
187,255,2023-05-26 03:39:30,Mobile Web,True,1.3.2
188,32,2024-12-16 07:20:29,iOS,True,1.1.1
189,414,2023-10-10 01:10:51,iOS,True,2.1.3
190,55,2025-02-07 18:04:21,iOS,True,2.8.6
191,24,2025-03-10 03:49:17,Mobile Web,True,1.5.9
192,385,2023-02-22 18:28:16,Web,True,2.7.8
193,169,2025-06-07 13:16:36,iOS,True,1.3.7
194,175,2023-08-17 12:17:42,Android,True,1.7.2
195,286,2024-06-25 16:09:08,iOS,True,2.0.3
196,240,2023-04-25 15:07:40,iOS,True,1.7.2
197,67,2025-07-04 07:23:01,Mobile Web,True,2.1.8
198,102,2024-05-11 12:20:13,Android,True,2.8.1
199,461,2025-07-13 00:15:14,Android,True,1.8.5
200,402,2023-12-27 16:56:56,iOS,True,2.4.3
201,409,2025-02-25 04:54:48,Android,True,1.2.1
202,201,2024-08-22 01:23:07,Mobile Web,True,2.8.5
203,434,2024-04-11 09:27:03,Mobile Web,True,1.6.7
204,350,2024-11-30 12:58:48,iOS,True,1.3.9
205,436,2025-07-25 13:16:38,Android,True,1.1.6
206,459,2023-11-02 05:17:10,Mobile Web,True,2.0.3
207,102,2024-01-08 01:41:24,Web,True,1.4.3
208,360,2025-02-05 04:05:46,Android,True,2.8.4
209,258,2023-03-09 08:01:27,iOS,True,1.6.9
210,415,2025-04-08 02:42:57,iOS,True,1.0.2
211,52,2024-01-13 02:35:41,Mobile Web,True,2.8.6
212,358,2023-10-25 14:43:09,Android,True,2.3.4
213,282,2023-04-03 03:24:11,iOS,True,1.4.7
214,216,2023-09-23 05:39:37,Mobile Web,True,2.1.5
215,242,2023-09-10 20:05:26,Web,True,1.2.8
216,395,2023-03-20 16:20:56,Mobile Web,True,1.2.3
217,304,2024-01-17 20:29:25,Mobile Web,True,2.5.4
218,80,2024-01-21 23:16:59,iOS,True,2.2.3
219,376,2024-01-28 00:41:12,Android,True,2.6.5
220,396,2023-10-14 15:23:43,Mobile Web,True,1.5.1
221,227,2023-04-15 00:59:40,Mobile Web,True,2.1.5
222,197,2025-04-04 09:35:47,Mobile Web,True,1.7.0
223,111,2023-04-11 17:43:09,Web,True,1.8.0
224,398,2023-07-10 16:06:13,Web,True,2.8.5
225,362,2024-04-15 06:35:32,Mobile Web,True,1.5.4
226,395,2025-02-08 14:21:38,Mobile Web,False,2.2.8
227,265,2025-05-03 10:55:55,iOS,True,2.4.2
228,6,2024-04-01 23:45:51,Mobile Web,True,1.7.1
229,441,2025-05-04 07:31:09,Web,True,2.7.6
230,355,2023-05-22 13:02:21,Android,True,2.8.7
231,311,2023-02-23 14:47:52,iOS,True,2.3.2
232,30,2024-12-11 12:10:57,Web,True,2.0.5
233,404,2023-01-27 19:06:30,Android,True,2.1.5
234,306,2025-05-24 16:21:40,Mobile Web,True,1.5.3
235,350,2024-11-02 11:42:41,Mobile Web,True,2.8.9
236,452,2024-04-19 18:11:51,Web,True,1.6.1
237,301,2024-12-22 01:00:20,Android,True,2.2.2
238,245,2023-08-04 14:39:08,Android,True,1.2.0
239,362,2023-06-30 06:23:15,Android,True,1.1.7
240,426,2024-01-15 23:42:40,Mobile Web,True,1.7.1
241,217,2023-06-18 02:04:58,Web,True,2.1.4
242,138,2025-05-07 20:06:55,Mobile Web,True,1.0.5
243,90,2025-08-20 03:46:14,Mobile Web,True,1.3.9
244,439,2025-04-05 06:31:24,Android,True,1.6.9
245,407,2024-07-16 00:30:23,iOS,False,2.2.6
246,138,2024-05-22 02:49:09,iOS,True,1.1.7
247,238,2025-06-23 00:42:13,Android,True,1.6.3
248,229,2025-06-27 01:25:56,Web,True,1.4.9
249,102,2023-08-02 06:43:35,Mobile Web,True,1.4.4
250,193,2024-08-14 08:09:03,iOS,True,2.2.9
251,143,2025-03-12 16:09:03,Mobile Web,True,1.8.3
252,491,2024-07-30 01:11:01,Mobile Web,True,2.4.0
253,81,2025-06-21 12:44:08,Web,True,1.3.2
254,237,2024-12-18 05:45:09,Mobile Web,True,1.2.9
255,61,2025-04-21 14:06:45,Android,True,1.4.9
256,419,2024-03-15 02:09:58,Android,True,2.7.6
257,331,2023-12-06 06:14:57,Mobile Web,True,2.5.3
258,302,2024-05-15 09:38:24,Web,True,1.8.8
259,223,2023-11-05 00:06:05,Mobile Web,True,2.6.0
260,87,2023-02-15 19:51:58,iOS,True,1.2.9
261,24,2023-06-19 06:46:41,iOS,True,2.3.9
262,17,2023-10-14 09:25:53,iOS,True,1.2.5
263,491,2023-07-17 09:00:09,Android,True,1.3.5
264,35,2023-02-11 05:36:20,Web,True,2.5.0
265,59,2024-09-25 08:14:14,Web,True,1.3.6
266,298,2024-05-31 20:11:04,Web,True,1.3.3
267,99,2025-06-15 05:54:20,Web,True,2.2.9
268,219,2023-05-16 00:15:49,iOS,True,1.1.2
269,426,2025-09-16 09:48:39,Web,True,1.7.5
270,385,2024-09-04 14:18:07,Web,True,1.0.1
271,74,2023-09-06 18:04:25,Mobile Web,True,2.7.4
272,302,2024-01-16 10:06:59,Android,True,1.6.2
273,305,2025-03-04 09:45:53,iOS,True,2.5.9
274,408,2023-04-11 21:20:02,Android,True,2.1.3
275,52,2024-05-08 13:33:28,Android,True,1.6.4
276,243,2023-11-23 05:30:10,Mobile Web,True,1.2.0
277,456,2024-09-27 15:30:00,iOS,True,1.0.0
278,293,2024-08-30 05:45:53,Web,True,1.4.0
279,98,2023-06-20 03:51:19,iOS,True,1.5.5
280,6,2023-11-22 03:25:32,Web,True,1.1.9
281,328,2023-04-18 10:54:17,Android,True,1.8.7
282,249,2025-07-28 21:31:40,Mobile Web,True,2.7.9
283,499,2023-05-10 13:37:48,Web,True,1.1.8
284,280,2023-08-30 09:15:41,Web,True,1.2.0
285,155,2025-03-01 19:45:36,Mobile Web,True,2.7.6
286,425,2024-08-11 07:13:08,Android,True,1.8.6
287,182,2023-04-08 13:01:59,iOS,True,2.8.4
288,492,2024-03-19 10:00:36,iOS,True,2.8.5
289,377,2024-06-23 19:18:41,Android,True,1.5.6
290,364,2025-03-23 17:23:49,Android,True,1.0.8
291,137,2024-02-12 17:33:30,Android,True,1.5.4
292,474,2023-08-10 23:12:57,Web,True,1.6.2
293,285,2023-06-12 06:17:04,Android,True,1.1.8
294,94,2023-12-28 23:08:33,Mobile Web,True,2.7.2
295,283,2024-02-26 06:52:13,Web,True,1.1.2
296,406,2023-06-16 08:56:42,Web,True,1.0.0
297,311,2024-12-20 23:51:08,Mobile Web,True,2.0.2
298,210,2024-02-13 00:00:32,Web,True,2.0.9
299,185,2024-03-16 07:04:14,Android,True,2.0.0
300,368,2023-08-26 22:22:26,iOS,True,1.3.3
301,190,2025-02-20 07:18:38,Android,True,2.7.1
302,45,2025-08-30 21:32:59,Android,True,1.0.6
303,495,2023-01-22 19:15:20,Android,True,1.5.6
304,144,2024-02-14 04:02:15,Mobile Web,True,1.7.6
305,446,2023-05-13 14:13:58,Web,True,2.0.0
306,294,2023-11-30 08:18:39,Mobile Web,True,2.6.1
307,228,2025-04-25 15:29:45,Android,True,1.3.3
308,403,2024-02-25 04:10:29,iOS,True,2.4.1
309,495,2024-03-21 10:54:38,Android,True,1.6.5
310,142,2025-07-10 10:28:30,iOS,True,1.7.2
311,238,2024-04-26 23:58:29,Mobile Web,True,2.6.0
312,217,2025-05-29 07:35:19,Web,True,1.0.4
313,451,2024-03-14 02:31:44,Mobile Web,True,2.1.8
314,282,2024-03-27 00:43:11,iOS,True,2.3.2
315,154,2024-12-15 06:39:13,iOS,True,2.8.3
316,228,2023-11-12 09:42:24,Web,True,2.2.3
317,138,2023-12-20 15:35:51,Web,True,2.4.7
318,292,2025-02-18 00:23:32,Android,True,2.8.5
319,382,2023-08-19 13:46:50,Android,True,1.4.7
320,89,2023-07-22 18:46:36,Mobile Web,True,2.1.0
321,491,2023-01-04 21:41:09,Web,True,2.5.7
322,380,2025-08-24 09:45:16,Android,True,2.3.5
323,400,2024-08-27 21:58:09,iOS,True,1.3.7
324,274,2023-03-21 09:32:01,Mobile Web,True,2.6.1
325,151,2023-08-16 16:35:17,Web,True,2.0.6
326,373,2024-01-20 02:59:54,Mobile Web,True,2.6.4
327,459,2024-02-29 17:00:57,Android,True,2.3.6
328,284,2025-08-04 02:26:40,Web,True,1.8.5
329,419,2024-06-13 22:10:13,iOS,True,1.7.7
330,474,2024-12-13 06:04:40,iOS,True,2.5.0
331,358,2024-04-10 23:39:32,Mobile Web,True,1.5.6
332,386,2025-06-22 15:35:51,iOS,True,1.3.3
333,228,2023-10-01 15:28:00,Android,True,2.7.7
334,341,2023-08-05 00:48:36,Mobile Web,True,1.8.2
335,94,2025-01-22 06:40:39,Mobile Web,True,2.4.1
336,315,2023-01-17 18:38:15,Mobile Web,True,2.5.3
337,258,2025-02-17 11:59:46,iOS,True,1.6.3
338,156,2024-11-27 06:09:32,Mobile Web,False,1.5.5
339,435,2023-01-23 23:11:06,Web,True,1.1.7
340,31,2023-09-26 23:35:23,Mobile Web,True,1.8.6
341,350,2025-01-10 16:07:16,iOS,True,1.2.0
342,391,2023-03-13 14:38:39,Android,True,1.7.3
343,484,2025-04-09 21:07:30,Android,True,1.8.2
344,252,2023-05-03 20:27:23,Android,True,2.3.3
345,238,2023-04-03 16:39:30,iOS,True,2.4.2
346,208,2024-08-24 10:37:44,Android,True,1.1.3
347,491,2023-12-01 11:00:47,iOS,True,2.6.7
348,14,2024-01-25 21:48:07,Android,True,2.8.7
349,98,2023-01-03 13:23:36,Web,False,1.4.3
350,288,2025-07-23 18:39:51,Web,True,1.0.2
351,401,2025-06-11 02:44:35,Mobile Web,True,1.6.7
352,258,2025-05-30 00:12:11,Mobile Web,True,2.3.1
353,176,2025-06-23 23:29:27,iOS,True,2.2.8
354,48,2023-12-03 00:03:13,Android,True,1.1.7
355,28,2025-08-17 21:48:42,Android,True,2.0.7
356,451,2023-02-19 07:24:44,iOS,True,1.8.1
357,233,2023-06-13 14:38:25,Android,True,2.8.2
358,334,2025-06-10 10:46:35,Web,True,2.0.0
359,235,2023-05-31 18:47:57,Web,True,1.7.4
360,46,2023-03-19 15:15:12,iOS,True,1.6.1
361,88,2025-03-30 17:11:38,Mobile Web,True,1.8.0
362,272,2023-05-17 00:36:34,Android,True,2.0.2
363,473,2024-03-07 07:05:09,Web,True,1.5.9
364,196,2024-10-07 23:42:02,Android,True,2.8.7
365,461,2023-01-07 02:57:26,Android,True,2.2.4
366,84,2024-11-04 13:36:52,Android,True,1.1.2
367,490,2023-08-17 16:41:40,Web,True,1.8.4
368,292,2024-04-07 14:44:53,iOS,True,2.7.0
369,68,2025-07-29 10:41:28,Android,True,1.4.0
370,181,2023-12-30 08:05:38,Mobile Web,True,1.8.7
371,405,2024-01-12 10:08:08,iOS,True,2.4.8
372,280,2023-05-31 04:19:38,Web,True,2.7.3
373,266,2024-01-14 10:03:54,Mobile Web,True,1.2.3
374,220,2023-02-09 13:52:39,Mobile Web,True,2.4.9
375,38,2023-05-13 13:34:27,Web,True,2.2.2
376,384,2023-02-21 09:20:29,Android,True,2.2.2
377,493,2024-02-25 20:31:22,Android,True,2.6.1
378,495,2024-04-09 20:43:25,Mobile Web,True,2.6.9
379,303,2025-07-19 21:52:30,Android,True,1.3.5
380,385,2024-07-20 17:23:01,Mobile Web,True,2.7.7
381,313,2023-07-11 13:33:00,Mobile Web,True,1.3.4
382,269,2023-06-26 01:46:43,Web,True,1.1.5
383,103,2024-09-09 19:13:10,Android,True,1.2.2
384,207,2023-01-11 01:04:04,iOS,True,2.4.0
385,335,2025-09-29 23:57:54,Mobile Web,True,1.1.4
386,380,2024-10-29 08:15:30,iOS,True,1.3.4
387,61,2023-01-18 07:25:55,Mobile Web,True,2.2.0
388,303,2024-09-19 19:39:58,Mobile Web,True,2.4.2
389,381,2025-03-15 04:55:51,Web,True,2.2.0
390,266,2023-07-07 08:30:09,Web,True,1.7.6
391,220,2024-09-15 03:43:29,Web,True,2.2.9
392,482,2025-09-27 19:51:00,iOS,True,2.6.8
393,68,2025-06-19 00:09:25,iOS,True,2.3.0
394,230,2024-09-22 14:52:21,Mobile Web,True,2.5.7
395,79,2025-02-14 23:43:31,Web,True,1.4.3
396,408,2025-08-19 11:11:25,Mobile Web,True,1.5.3
397,494,2023-03-16 23:54:28,Android,True,2.6.1
398,7,2023-02-23 18:03:58,Mobile Web,True,1.1.7
399,497,2023-12-25 02:15:40,Android,True,1.0.2
400,356,2023-12-08 22:38:48,iOS,True,2.3.3
401,236,2023-02-11 06:54:47,Web,True,2.4.4
402,434,2024-04-04 10:26:06,iOS,True,2.6.0
403,228,2025-02-06 19:27:43,Mobile Web,True,1.5.1
404,473,2025-09-18 00:11:13,Mobile Web,True,1.1.7
405,323,2023-02-04 20:17:34,Web,True,1.2.8
406,304,2023-12-22 02:51:23,Web,True,1.4.0
407,310,2025-04-13 02:40:17,Web,True,2.5.8
408,380,2023-03-22 03:28:29,Web,True,2.4.4
409,368,2025-03-30 22:32:33,Mobile Web,True,1.1.6
410,25,2024-10-24 17:54:33,Mobile Web,True,2.0.9
411,126,2025-07-02 00:27:31,Web,True,2.1.8
412,142,2023-01-19 09:03:10,Android,True,1.3.9
413,196,2024-02-08 05:50:13,iOS,True,2.8.8
414,205,2024-12-01 10:08:49,iOS,True,1.2.6
415,165,2023-06-11 22:08:22,Web,True,2.4.6
416,364,2024-09-06 07:31:25,Android,True,2.6.2
417,103,2023-02-26 06:54:47,Mobile Web,True,1.8.8
418,461,2023-02-24 15:43:43,Mobile Web,True,2.0.9
419,87,2023-02-12 04:16:38,iOS,True,2.3.1
420,48,2023-07-24 05:17:19,Mobile Web,True,1.5.8
421,142,2024-07-20 12:19:28,iOS,True,2.3.2
422,337,2023-05-03 04:03:26,Mobile Web,True,2.2.2
423,10,2023-11-18 08:13:27,Mobile Web,True,2.7.4
424,187,2024-12-29 10:08:25,Web,True,1.8.2
425,471,2024-10-17 07:09:40,iOS,True,1.4.6
426,382,2023-03-17 22:29:08,Web,True,2.6.7
427,412,2024-02-01 14:51:40,Android,True,1.3.5
428,360,2025-02-16 20:58:46,Mobile Web,True,2.3.0
429,71,2025-02-06 13:59:39,iOS,True,2.0.2
430,192,2024-05-12 20:13:33,Mobile Web,True,2.8.6
431,25,2023-12-05 01:53:13,Mobile Web,True,2.6.3
432,223,2025-04-29 00:18:16,Web,True,1.6.4
433,429,2023-01-09 22:42:48,iOS,True,1.0.9
434,61,2023-06-18 02:08:14,Android,True,1.5.2
435,12,2024-09-14 09:32:59,Web,True,1.7.5
436,292,2024-04-23 21:45:09,Web,True,1.2.6
437,22,2023-02-20 22:41:34,Mobile Web,True,2.5.7
438,479,2023-10-30 11:42:43,Web,True,1.0.5
439,147,2025-02-04 20:16:25,Web,True,2.3.8
440,47,2023-05-08 20:17:44,iOS,True,1.8.9
441,200,2023-12-23 22:54:37,Web,True,2.4.5
442,204,2025-09-30 14:47:14,Android,True,2.2.1
443,253,2024-09-23 18:01:26,iOS,True,2.6.0
444,121,2025-09-19 14:52:08,iOS,True,1.4.8
445,217,2023-02-01 16:17:53,iOS,True,1.6.6
446,9,2023-05-15 07:09:47,Web,True,1.5.8
447,187,2023-01-28 02:35:06,Web,True,1.1.7
448,118,2024-11-26 23:06:45,iOS,True,1.5.6
449,28,2023-12-22 19:10:17,Mobile Web,True,2.2.2
450,131,2023-11-06 02:43:57,Android,True,2.4.7
451,291,2023-09-29 02:03:40,Mobile Web,True,2.3.1
452,349,2025-04-11 11:38:46,Mobile Web,True,2.7.1
453,294,2025-08-13 02:54:39,Mobile Web,True,2.6.9
454,110,2024-03-15 12:01:06,Mobile Web,True,1.3.5
455,366,2024-09-13 18:01:07,Web,True,2.6.8
456,489,2023-01-08 13:37:34,Mobile Web,True,1.3.7
457,434,2024-04-30 03:13:46,Web,True,1.1.9
458,96,2023-06-17 00:55:46,Web,True,1.3.3
459,436,2025-04-16 05:13:49,Mobile Web,True,1.3.9
460,441,2024-02-19 10:31:32,Web,True,1.5.3
461,391,2023-06-17 14:22:25,Mobile Web,True,1.4.2
462,225,2024-04-29 08:37:12,Android,True,2.2.0
463,70,2023-09-02 06:38:22,iOS,True,2.0.1
464,217,2024-09-23 06:52:39,Android,True,1.8.4
465,151,2023-05-22 07:44:02,Web,True,1.8.2
466,456,2024-09-14 00:19:51,Mobile Web,True,2.1.5
467,432,2023-10-03 12:27:19,Android,True,1.7.5
468,224,2024-08-05 22:11:08,iOS,True,1.1.0
469,2,2025-01-03 14:19:16,Web,False,1.2.2
470,397,2025-02-15 15:44:48,Android,True,2.7.7
471,240,2023-08-12 07:25:06,iOS,True,1.6.6
472,476,2023-11-02 17:24:31,iOS,True,2.0.3
473,286,2024-01-06 01:54:22,Android,True,1.5.9
474,161,2023-06-23 22:42:56,Web,True,2.1.0
475,328,2024-04-29 10:49:55,iOS,True,2.4.0
